title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
Maureen Dowd,39560,4,"Dowd was born the youngest of five children in Washington, D.C.",rephrase,"['She was born in Washington, D.C..']",6,0.8333333333333334,5,6,#,-1
Maureen Dowd,39560,5,"Her mother, Margaret ""Peggy"" (Meenehan), was a housewife, and her father, Mike Dowd, worked as a Washington, D.C. police inspector.",delete,[],7,1.0,5,6,#,-1
Hans von Bülow,39749,0,"Hans Guido Freiherr von Bülow (January 8, 1830February 12, 1894) was a German conductor, virtuoso pianist, and composer of the Romantic era.",rephrase,"['Hans von Bülow (born Dresden, 8 January 1830 ; died Cairo, 12 February 1894) was a German conductor and pianist.']",0,0.0222222222222222,1,45,"Guido Freiherr von Bu Ridgeixlow (January 8, 1830February 12, 1894) was a German conductor, pianist and composer.",1
Hans von Bülow,39749,1,"As one of the most distinguished conductors of the 19th century, his activity was critical for establishing the successes of several major composers of the time, especially Richard Wagner and Johannes Brahms.",rephrase,['He was one of the most famous conductors of the 19th century as well as being a famous pianist.'],1,0.0444444444444444,1,45,#,-1
Hans von Bülow,39749,2,"Alongside Carl Tausig, Bülow was perhaps the most prominent of the early students of Hungarian virtuoso pianist, conductor and composer Franz Liszt—therein performed the first public performance of Liszt's Sonata in B minor in 1857.",delete,[],2,0.0666666666666666,1,45,#,-1
Hans von Bülow,39749,3,"He became acquainted with, fell in love and eventually married Liszt's daughter Cosima, who later left him for Wagner.",delete,[],2,0.0888888888888888,1,45,#,-1
Hans von Bülow,39749,4,"Noted for his interpretation of the works of Ludwig van Beethoven, he was one of the earliest European musicians to tour the United States.",delete,[],2,0.1111111111111111,1,45,#,-1
Hans von Bülow,39749,5,"Bülow was born in Dresden, to members of the prominent Bülow family.",rephrase,['Bülow was born in Dresden.'],2,0.1333333333333333,1,45,#,-1
Hans von Bülow,39749,6,"From the age of nine, he was a student of Friedrich Wieck (the father of Clara Schumann).",rephrase,['When he was nine he had music lessons from Friedrich Wieck who was the father of Clara Schumann.'],3,0.1555555555555555,1,45,#,-1
Hans von Bülow,39749,7,"However, his parents insisted that he study law instead of music, and they sent him to Leipzig.",dsplit,"['However, his parents said that he had to study law instead of music, and they sent him to Leipzig.', 'He decided to study music even though his parents did not want him to.']",4,0.1777777777777777,1,45,#,-1
Hans von Bülow,39749,8,"There he met Franz Liszt, and on hearing some music of Richard Wagner—specifically, the premiere of ""Lohengrin"" in 1850—he decided to ignore the dictates of his parents and make himself a career in music instead.",rephrase,['During this time he met Franz Liszt in Weimar and he heard him conduct the music of Wagner.'],6,0.2,1,45,#,-1
Hans von Bülow,39749,9,He studied the piano in Leipzig with the famous pedagogue Louis Plaidy.,delete,[],7,0.2222222222222222,2,45,#,-1
Hans von Bülow,39749,10,"He obtained his first conducting job in Zurich, on Wagner's recommendation, in 1850.",delete,[],7,0.2444444444444444,2,45,#,-1
Hans von Bülow,39749,11,Bülow had a strongly acerbic personality and a loose tongue; this alienated many musicians whom he worked with.,delete,[],7,0.2666666666666666,2,45,#,-1
Hans von Bülow,39749,12,"He was dismissed from his Zurich job for this reason, but at the same time he was beginning to win renown for his ability to conduct new and complex works without a score.",delete,[],7,0.2888888888888888,2,45,#,-1
Hans von Bülow,39749,13,"In 1851, he became a student of Liszt, marrying his daughter Cosima in 1857.",rephrase,"['In 1857 he married Liszt’s daughter, Cosima.']",7,0.3111111111111111,2,45,#,-1
Hans von Bülow,39749,14,"They had two daughters: Daniela, born in 1860 and Blandina, born in 1863.",rephrase,['They had two daughters.'],8,0.3333333333333333,2,45,#,-1
Hans von Bülow,39749,15,"During the 1850s and early 1860s he was active as a pianist, conductor, and writer, and became well known throughout Germany as well as Russia.",rephrase,['He toured as pianist and conductor in Germany and Russia.'],9,0.3555555555555555,2,45,#,-1
Hans von Bülow,39749,16,"In 1857, he premiered Liszt's Piano Sonata in B minor in Berlin.",delete,[],10,0.3777777777777777,2,45,#,-1
Hans von Bülow,39749,17,"In 1864 he became the Hofkapellmeister in Munich, and it was at this post he achieved his principal renown.",rephrase,['In 1864 he became the Hofkapellmeister in Munich.'],10,0.4,2,45,#,-1
Hans von Bülow,39749,18,"He conducted the premieres of two Wagner operas, ""Tristan und Isolde"" and ""Die Meistersinger von Nürnberg"", in 1865 and 1868 respectively; both were immensely successful.",rephrase,"['He conducted the first performances of two Wagner operas: ""Tristan und Isolde"" (1865) and ""Die Meistersinger von Nürnberg"" (1868).']",11,0.4222222222222222,3,45,#,-1
Hans von Bülow,39749,19,"Meanwhile, however, Cosima had been carrying on an affair with Richard Wagner and gave birth to their daughter Isolde in 1865.",rephrase,['Meanwhile Cosima was having a love affair with Richard Wagner.'],12,0.4444444444444444,3,45,#,-1
Hans von Bülow,39749,20,"Two years later, they had another daughter, Eva.",delete,[],13,0.4666666666666667,3,45,#,-1
Hans von Bülow,39749,21,"Although Cosima and Wagner's affair was now open knowledge, Bülow still refused to grant his wife a divorce.",delete,[],13,0.4888888888888889,3,45,#,-1
Hans von Bülow,39749,22,"Finally, she gave birth to one final child––a son, Siegfried––and it was only then that the conductor at last relented.",delete,[],13,0.5111111111111111,3,45,#,-1
Hans von Bülow,39749,23,"Their divorce was finalized in 1870, after which Cosima and Wagner married.",delete,[],13,0.5333333333333333,3,45,#,-1
Hans von Bülow,39749,24,"Bülow never spoke to Wagner again and he did not see his former wife for 11 years afterwards, although he apparently continued to respect the composer on a professional level, as he still conducted his works and mourned Wagner's death in 1883.",ssplit,"['However, he always continued to show great respect for Wagner and continued to conduct his music.', 'When Wagner died in 1883 he was terribly sad.']",13,0.5555555555555556,3,45,#,-1
Hans von Bülow,39749,25,In July 1882 he married the actress Marie Schanzer.,delete,[],15,0.5777777777777777,3,45,#,-1
Hans von Bülow,39749,26,"In addition to championing the music of Wagner, Bülow was a supporter of the music of both Brahms and Tchaikovsky.",delete,[],15,0.6,3,45,#,-1
Hans von Bülow,39749,27,He was the soloist in the world premiere of the Tchaikovsky Piano Concerto No. 1 in B-flat minor in Boston in 1875.,rephrase,"['He visited England and the USA where, as the solo pianist, he gave the first performance (world premiere) of Tchaikovsky’s Piano Concerto No. 1 in Boston in 1875.']",15,0.6222222222222222,4,45,#,-1
Hans von Bülow,39749,28,"He was also a devotee of Frédéric Chopin's music; he came up with epithets for all of Chopin's Opus 28 Preludes, but these have generally fallen into disuse.",delete,[],16,0.6444444444444445,4,45,#,-1
Hans von Bülow,39749,29,"On the other hand, the D-flat major Prelude No. 15 is widely known by his title, the ""Raindrop.""",delete,[],16,0.6666666666666666,4,45,#,-1
Hans von Bülow,39749,30,"He was the first to perform (from memory) the complete cycle of Beethoven's piano sonatas, and with Sigmund Lebert, he co-produced an edition of the sonatas.",rephrase,['He made the players perform from memory.'],16,0.6888888888888889,4,45,#,-1
Hans von Bülow,39749,31,"From 1878 to 1880 he was Hofkapellmeister in Hanover but was forced to leave after fighting with a tenor singing the ""Knight of the Swan ""Schwan"""" role in ""Lohengrin""; Bülow had called him the ""Knight of the Swine ""Schwein"""".",rephrase,"['From 1878 to 1880 he was conductor in Hanover, but had to leave after a quarrel with a tenor.']",17,0.7111111111111111,4,45,#,-1
Hans von Bülow,39749,32,"In 1880 he moved to Meiningen where he took the equivalent post, and where he built the Meiningen Court Orchestra into one of the finest in Germany; among his other demands, he insisted that the musicians learn to play all their parts from memory.",rephrase,"['In 1880 he went to Meiningen where he conducted the orchestra, making it one of the best orchestras in Germany.']",18,0.7333333333333333,4,45,#,-1
Hans von Bülow,39749,33,It was during his five years in Meiningen that he met Richard Strauss (though the meeting actually took place in Berlin).,rephrase,['During this time he met Richard Strauss in Berlin.'],19,0.7555555555555555,4,45,#,-1
Hans von Bülow,39749,34,"His first opinion of the young composer was not favorable, but he changed his mind when he was confronted with a sample of Strauss's ""Serenade"".",delete,[],20,0.7777777777777778,4,45,#,-1
Hans von Bülow,39749,35,"Later on, he used his influence to give Strauss his first regular employment as a conductor.",delete,[],20,0.8,4,45,#,-1
Hans von Bülow,39749,36,"Like Strauss, Bülow was attracted to the ideas of Max Stirner, whom he reputedly had known personally.",delete,[],20,0.8222222222222222,5,45,#,-1
Hans von Bülow,39749,37,"In April 1892 Bülow closed his final performance with the Berlin Philharmonic (where he had been serving as Principal Conductor since 1887) with a speech ""exalting"" the ideas of Stirner.",delete,[],20,0.8444444444444444,5,45,#,-1
Hans von Bülow,39749,38,"Together with John Henry Mackay, Stirner's biographer, he placed a memorial plaque at Stirner's last residence in Berlin.",delete,[],20,0.8666666666666667,5,45,#,-1
Hans von Bülow,39749,39,Some of his orchestral innovations included the addition of the five-string bass and the pedal timpani; the pedal timpani have since become standard instruments in the symphony orchestra.,rephrase,['He also introduced timpani with pedals.'],20,0.8888888888888888,5,45,#,-1
Hans von Bülow,39749,40,"His accurate, sensitive, and profoundly musical interpretations established him as the prototype of the virtuoso conductors who flourished at a later date.",delete,[],21,0.9111111111111112,5,45,#,-1
Hans von Bülow,39749,41,He was also an astute and witty musical journalist.,rephrase,['He was also very good at writing about music.'],21,0.9333333333333332,5,45,#,-1
Hans von Bülow,39749,42,"In the late 1880s he settled in Hamburg, but continued to tour, both conducting and performing on the piano.",ignore,"['In the late 1880s he settled in Hamburg, but continued to tour, both conducting and performing on the piano.']",22,0.9555555555555556,5,45,#,-1
Hans von Bülow,39749,43,"Bülow suffered from chronic neuralgiforme headaches, which were caused by a tumor of the cervical radicular nerves.",rephrase,['Bülow had health problems which gave him very bad headaches.'],23,0.9777777777777776,5,45,#,-1
Hans von Bülow,39749,44,"After about 1890 his mental and physical health began to fail, and he sought a warmer, drier climate for recovery; he died in a hotel in Cairo, Egypt at the age of 64, only ten months after his final concert performance.",rephrase,"['He died in a hotel in Cairo, Egypt, ten months after his last concert performance.']",24,1.0,5,45,#,-1
Kōji (Heian period),39755,0,"Kōji (康治 ) was a Japanese era name (年号, , ""nengō"", , lit.",ignore,"['Kōji (康治) was a Japanese era name (年号, ""nengō"", lit.']",0,0.25,2,4,cycling above the moon was a Japanese name for the Japanese.,1
Kōji (Heian period),39755,1,"""year name"") after ""Eiji"" and before ""Ten'yō.""",ignore,"['""year name"") after ""Eiji"" and before ""Ten\'yō.""']",1,0.5,3,4,#,-1
Kōji (Heian period),39755,2,This period spanned the year from April 1142 through February 1144.,ignore,['This period spanned the year from April 1142 through February 1144.'],2,0.75,4,4,#,-1
Kōji (Heian period),39755,3,"The reigning emperor was Konoe""-tennō"" (近衛天皇 ) .",ignore,"['The reigning emperor was Konoe""-tennō"" (近衛天皇).']",3,1.0,5,4,#,-1
LimeWire,39771,0,"In November 2010, as a response to the legal challenges regarding LimeWire, an anonymous individual by the handle of Meta Pirate released a modified version of LimeWire Pro, which was entitled LimeWire Pirate Edition.",rephrase,"['In June 2010, the National Music Publishers Association also took legal action against LimeWire.']",0,0.5,3,2,,3
LimeWire,39771,1,"It came without the Ask.com toolbar, advertising, spyware, and backdoors, as well as all dependencies on LimeWire LLC servers.",delete,[],1,1.0,5,2,#,-1
Handjob,39790,0,"A handjob is a sex act, performed as either foreplay or as non-penetrative sex, that involves the manual stimulation of a man's penis or scrotum by another person to induce an erection for sexual pleasure, sexual arousal and sometimes resulting in orgasm and ejaculation.",rephrase,"[""A handjob is the sexual stimulation or arousal of a male partner's penis by another partner using the hands.""]",0,1.0,5,1,A handjob is a sex act. It involves the manual stimulation of a man's sexuality or scrotum by another person.,2
"Woodward County, Oklahoma",39992,0,Woodward County is a county located in the U.S. state of Oklahoma.,ignore,['Woodward County is a county in the U.S. state of Oklahoma.'],0,0.3333333333333333,2,3,County is a county located in the U.S. state of Oklahoma.,0
"Woodward County, Oklahoma",39992,1,"As of the 2010 census, the population was 20,081.",delete,[],1,0.6666666666666666,4,3,#,-1
"Woodward County, Oklahoma",39992,2,Its county seat is Woodward.,ignore,['Its county seat is Woodward.'],1,1.0,5,3,#,-1
"Héricourt, Pas-de-Calais",40044,0,Héricourt is a commune in the Pas-de-Calais department in the Hauts-de-France region of France.,rephrase,"['Héricourt, Pas-de-Calais is a commune.']",0,1.0,5,1,Zoricourt is a commune in the Hauts-Calais department in the French region of France.,1
Pope Alexander I,40348,0,Pope Alexander I (died c. 115) was the Bishop of Rome from c. 107 to his death c. 115.,rephrase,['Alexander I served as the fifth Pope of the Catholic Church; the official title is the Bishop of Rome.'],0,0.5,3,2,"Alexander I (died c. 115) was the Bishop of Rome, Italy, from c. 107 to his death c. 114.",1
Pope Alexander I,40348,1,"The Holy See's ""Annuario Pontificio"" (2012) identifies him as a Roman who reigned from 108 or 109 to 116 or 119.",delete,[],1,1.0,5,2,#,-1
"Altamonte Springs, Florida",40787,0,"Altamonte Springs is a suburban city in Seminole County, Florida, United States, which had a population of 41,496 at the 2010 census.",rephrase,['Altamonte Springs is a city of Florida in the United States.'],0,0.25,2,4,"It is a city in Seminole County, Florida, with a population of 41,496.",1
"Altamonte Springs, Florida",40787,1,"The city is in the northern suburbs of the Orlando–Kissimmee–Sanford Metropolitan Statistical Area, which the United States Census Bureau estimated had a population of 2,054,574 in 2008.",delete,[],1,0.5,3,4,#,-1
"Altamonte Springs, Florida",40787,2,"As of the census of 2000, there were 41,200 people, 18,821 households, and 10,012 families residing in the city.",rephrase,"['The population of this town was about 41,200 in 2000.']",1,0.75,4,4,#,-1
"Altamonte Springs, Florida",40787,3,"The population density was 4,631.1 inhabitants per square mile (1,787.3/km).",delete,[],2,1.0,5,4,#,-1
Shyok River,40805,0,"The Shyok River ( ; literally """"The River of Death"""" in Yarkandi Uyghur) flows through northern Ladakh in India and the Ghangche District of Gilgit–Baltistan of Pakistan spanning some 550 km .",rephrase,['The Shyok River is a river flowing through Disputed Area Ladakh and the Northern Areas of Pakistan (Ghanche District).'],0,0.1,1,10,The Shyok River flows through northern Ladakh in India and western Pakistan. It has a range of 550 days.,2
Shyok River,40805,1,"The Shyok River, a tributary of the Indus River, originates from the Rimo Glacier, one of the tongues of Siachen Glacier.",rephrase,"['Shyok river (a tributary of the Indus) originates from the Rimo glacier, one of the tongues of Siachen Glacier and becomes very wide at the confluence with the Nubra River (a tributary of Shyok, originating from Siachen Glacier).']",1,0.2,1,10,#,-1
Shyok River,40805,2,The river widens at the confluence with the Nubra River.,delete,[],2,0.3,2,10,#,-1
Shyok River,40805,3,"The alignment of the Shyok river is very unusual, originating from the Rimo glacier, it flows in a southeasterly direction and, joining the Pangong range, it takes a northwestern turn, flowing parallel to its previous path.",rephrase,"['The alignment of the Shyok river is very unusual, originating from the Rimo glacier it flows in a SE direction and at joining the Pangong range it takes a NW turn and flows parallel to its previous path.']",2,0.4,2,10,#,-1
Shyok River,40805,4,"The Shyok flows in a wide valley, suddenly entering a narrow gorge near Yagulung , continuing through Bogdang, Turtuk and Tyakshi before crossing into Pakistan.",rephrase,['The Shyok flowing in a wide valley suddenly enters a narrow gorge after Chalunka and then joins the Indus at Skardu (Pakistan).'],3,0.5,3,10,#,-1
Shyok River,40805,5,"The Shyok joins the Indus at Keris, to the east of the town of Skardu.",delete,[],4,0.6,3,10,#,-1
Shyok River,40805,6,"The Nubra river, originating from the Siachen glacier, also behaves like the Shyok.",rephrase,"['The Nubra river originating from the Siachen glacier also behaves like the Shyok, before Tirit the SE flowing river takes a NW turn on meeting the river Shyok.']",4,0.7,4,10,#,-1
Shyok River,40805,7,"Before Tirkit, the SE flowing river Nubra takes a NW turn on meeting the river Shyok.",delete,[],5,0.8,4,10,#,-1
Shyok River,40805,8,The similarity in the courses of these two important rivers probably indicates a series of paleo fault lines trending NW-SE in delimiting the upper courses of the rivers.,ignore,['The similarity in the courses of these two important rivers probably indicates a series of palaeo fault lines trending NW-SE in delimiting the upper courses of the rivers.'],5,0.9,5,10,#,-1
Shyok River,40805,9,The importance of the Indus and the Shyok rivers is in the deposition of the thick Quaternary sediments—a treasure trove for geology researchers.,ignore,['The importance of the Indus River and the Shyok rivers is in the deposition of a huge thickness of Quaternary sediments a treasure trove for geology researchers.'],6,1.0,5,10,#,-1
Dominique Strauss-Kahn,41463,0,"Dominique Gaston André Strauss-Kahn (] ; born 25 April 1949) is a French politician, former managing director of the International Monetary Fund (IMF), and a controversial figure in the French Socialist Party due to his involvement in several financial and sexual scandals.",rephrase,['Dominique Strauss-Kahn (born 25 April 1949) is a French politician and economist of Jewish descent.'],0,0.0769230769230769,1,13,Gaston Andrecontinues to be popular around the world. He was born 25 April 1949.,2
Dominique Strauss-Kahn,41463,1,"He is often referred to in the media, and by himself, by his initials DSK.",rephrase,"['In France, his name is usually abbreviated DSK.']",1,0.1538461538461538,1,13,#,-1
Dominique Strauss-Kahn,41463,2,"Strauss-Kahn was appointed managing director of the IMF on 28 September 2007, with the backing of his country's conservative president, Nicolas Sarkozy.",delete,[],2,0.2307692307692307,2,13,#,-1
Dominique Strauss-Kahn,41463,3,He served in that capacity until his resignation on 18 May 2011 in the wake of allegations that he had sexually assaulted a hotel maid.,delete,[],2,0.3076923076923077,2,13,#,-1
Dominique Strauss-Kahn,41463,4,"He was a professor of economics at Paris West University Nanterre La Défense and Sciences Po, and was Minister of Economy and Finance from 1997 to 1999 as part of Lionel Jospin's ""Plural Left"" government.",delete,[],2,0.3846153846153846,2,13,#,-1
Dominique Strauss-Kahn,41463,5,"He sought the nomination in the Socialist Party presidential primary of 2006, but was defeated by Ségolène Royal in November.",ssplit,"['He was nominated in the 2006 primary elections of his party to become a candidate for the French presidential election in 2007.', 'Ségolène Royal defeated him in these elections in November 2006.']",2,0.4615384615384615,3,13,#,-1
Dominique Strauss-Kahn,41463,6,"Strauss-Kahn resigned from the IMF on 18 May 2011, after being arrested by New York police on 15 May over allegations of sexual assault.",rephrase,"['On 18 May 2011 he resigned from his post at the IMF, in order to be able to focus on his defense.']",4,0.5384615384615384,3,13,#,-1
Dominique Strauss-Kahn,41463,7,"He was on a plane about to take off, when airport police asked that the plane be stopped; he was escorted off the plane and interviewed by police.",delete,[],5,0.6153846153846154,4,13,#,-1
Dominique Strauss-Kahn,41463,8,The case was later settled for an undisclosed amount.,delete,[],5,0.6923076923076923,4,13,#,-1
Dominique Strauss-Kahn,41463,9,"Managing Director of the International Monetary Fund, 2007–2011 (resignation – sexual assault case)",rephrase,"['He has held different posts in the French government, and was the head of the International Monetary Fund from 2007 to 2011.']",5,0.7692307692307693,4,13,#,-1
Dominique Strauss-Kahn,41463,10,"On 14 May 2011, Nafissatou Diallo, a 32-year-old maid at the Sofitel New York Hotel, alleged that Strauss-Kahn had sexually assaulted her after she entered his suite.",rephrase,"['On 14 May 2011, Strauss-Kahn was arrested and charged with sexually assaulting a woman in a hotel in New York.']",6,0.8461538461538461,5,13,#,-1
Dominique Strauss-Kahn,41463,11,"After completing a lengthy investigation, prosecutors filed a motion to drop all charges against Strauss-Kahn, stating that they were not convinced of his culpability beyond a reasonable doubt due to serious issues in the complainant's credibility and inconclusive physical evidence, and therefore could not ask a jury to believe in it.",rephrase,['Strauss-Kahn denies all charges.'],7,0.9230769230769232,5,13,#,-1
Dominique Strauss-Kahn,41463,12,"The motion was granted by Judge Obus in a hearing on August 23, 2011.",delete,[],8,1.0,5,13,#,-1
Bobby Seale,41482,0,"Robert George Seale (born October 22, 1936) is an American political activist.",ignore,"['Robert George ""Bobby"" Seale (born October 22, 1936) is an American political activist.']",0,0.1666666666666666,1,6,"George Seale was born in Washington, D.C., in 1936.",1
Bobby Seale,41482,1,He and fellow activist Huey P. Newton co-founded the Black Panther Party.,ignore,['He and fellow activist Huey P. Newton co-founded the Black Panther Party.'],1,0.3333333333333333,2,6,#,-1
Bobby Seale,41482,2,Seale is the eldest of three children.,delete,[],2,0.5,3,6,#,-1
Bobby Seale,41482,3,"He has a younger brother, Jon, and a younger sister, Betty.",delete,[],2,0.6666666666666666,4,6,#,-1
Bobby Seale,41482,4,"He was born in Liberty, Texas to George Seale, a carpenter, and Thelma Seale (née Traylor), a homemaker.",rephrase,"['He was born in Dallas, Texas.']",2,0.8333333333333334,5,6,#,-1
Bobby Seale,41482,5,The Seale family lived in poverty during most of Bobby Seale's early life.,delete,[],3,1.0,5,6,#,-1
Jacqueline Hill,41708,0,"Grace Jacqueline Hill (17 December 1929 – 18 February 1993) was a British actress known for her role as Barbara Wright in the BBC science-fiction television series ""Doctor Who"".",ssplit,"['Jacqueline Hill (17 December 1929 – 18 February 1993) was an English actress.', 'She was best known for her role as Barbara Wright in the BBC science fiction television series ""Doctor Who"".']",0,0.0833333333333333,1,12,"Jacqueline Hill was a British actress. She was known for her role as Barbara Wright in the TV series ""Dr. Who.""",2
Jacqueline Hill,41708,1,"As the history teacher of Susan Foreman, the Doctor's granddaughter, Barbara was the first ""Doctor Who"" companion to appear on-screen in 1963, with Hill speaking the series' first words.",delete,[],2,0.1666666666666666,1,12,#,-1
Jacqueline Hill,41708,2,"She played the role for nearly two years, leaving the series in 1965 at the same time as fellow actor William Russell (who played the companion Ian Chesterton).",delete,[],2,0.25,2,12,#,-1
Jacqueline Hill,41708,3,"Hill returned to ""Doctor Who"" in 1980 for an appearance in the serial ""Meglos"", as the Tigellan priestess Lexa.",rephrase,"['Hill returned for an appearance in the 1980 ""Doctor Who"" story ""Meglos"", as the priestess Lexa.']",2,0.3333333333333333,2,12,#,-1
Jacqueline Hill,41708,4,"Hill made her stage debut in London's West End in ""The Shrike"".",rephrase,"['She was first on stage in London\'s West End in ""The Shrike"".']",3,0.4166666666666667,3,12,#,-1
Jacqueline Hill,41708,5,"Many more roles followed, including ""Fabian of the Yard"" and ""An Enemy of the People"".",rephrase,"['Many more roles followed, including, on television, ""Shop Window"", ""Fabian of the Yard"" and ""An Enemy of the People"".']",4,0.5,3,12,#,-1
Jacqueline Hill,41708,6,"In 1958 she married the director Alvin Rakoff, having the previous year appeared in his BBC adaptation of Rod Serling's American TV play ""Requiem For A Heavyweight"".",dsplit,"['In 1958 she married the director Alvin Rakoff.', 'The previous year she was in his BBC adaptation of Rod Serling\'s American television play ""Requiem for a Heavyweight"".']",5,0.5833333333333334,3,12,#,-1
Jacqueline Hill,41708,7,"This production featured former bit-part actor Sean Connery; Hill had recommended that Rakoff cast him, because she believed Connery would be popular with female viewers.",delete,[],7,0.6666666666666666,4,12,#,-1
Jacqueline Hill,41708,8,"Hill preferred the historical ""Doctor Who"" stories; her favourite serials were ""The Aztecs"" and ""The Crusade"".",delete,[],7,0.75,4,12,#,-1
Jacqueline Hill,41708,9,"Shortly after leaving the series in 1965 she gave up acting in order to raise a family, resuming her career in 1978.",rephrase,"['After leaving ""Doctor Who"" in 1965 she gave up acting to raise a family.']",7,0.8333333333333334,5,12,#,-1
Jacqueline Hill,41708,10,"Her later TV credits included ""Tales of the Unexpected"" and the 1978 BBC Television Shakespeare version of ""Romeo and Juliet"" (as Lady Capulet), which was directed by her husband.",rephrase,"['She gained further TV credits in, amongst other programmes, ""Tales of the Unexpected"" and as Lady Capulet in the BBC Television Shakespeare version of ""Romeo and Juliet"" in 1978.']",8,0.9166666666666666,5,12,#,-1
Jacqueline Hill,41708,11,"Jacqueline Hill died of breast cancer in 1993, aged 63.",rephrase,['Jacqueline Hill died of bone cancer in 1993.'],9,1.0,5,12,#,-1
Needham–Schroeder protocol,41833,0,"The Needham–Schroeder protocol is one of the two key transport protocols intended for use over an insecure network, both proposed by Roger Needham and Michael Schroeder.",rephrase,"['The term Needham-Schroeder protocol can refer to one of two communication protocols intended for use over an insecure network, both protocols designed by Roger Needham and Michael Schroeder.']",0,1.0,5,1,The Needham– Schroeder protocol is one of the two safety rules intended for use over a insecure network.,1
Peter Groeger,42025,0,"Peter Groeger (1 June 1933 in Gröbzig, Free State of Anhalt – 16 January 2018 in Berlin) was a German actor, director, and voice actor.",ssplit,"['Peter Groeger (June 1, 1933 – January 16, 2018) was an (East)-German actor, director, and voice actor.', 'He was born in Gröbzig, Free State of Anhalt.', 'Groeger died in Berlin on January 16, 2018 at the age of 84.']",0,1.0,5,1,"Born in Germany, he was a German actor, director and voice actor.",1
Toyota 4Runner,42241,0,"The Toyota 4Runner (Japanese: トヨタ・フォーランナー , Toyota Fōran'nā ) is a compact, later mid-size sport utility vehicle produced by the Japanese manufacturer Toyota and sold throughout the world from 1984 to present.",dsplit,"['The Toyota 4Runner is a Sports utility vehicle made by Toyota.', 'The 4Runner was first sold in 1984 as a camper version of the Toyota Hi-Lux, sharing the same parts and engines.']",0,0.1111111111111111,1,9,"The Toyota 4 run is a small, mid-size sport utility vehicle made by the Japanese car company Toyota. It was sold all over the world from 1984 to present.",2
Toyota 4Runner,42241,1,"In Japan, it is known as the Toyota Hilux Surf (Japanese: トヨタ・ハイラックスサーフ , Toyota Hairakkususāfu ) which was withdrawn from the market in 2009.",delete,[],2,0.2222222222222222,2,9,#,-1
Toyota 4Runner,42241,2,"The original 4Runner was a compact SUV and little more than a Toyota pickup truck with a fiberglass shell over the bed, but the model has since undergone significant independent development into a cross between a compact and a mid-size SUV.",rephrase,['The 4Runner was a compact SUV until 1996.'],2,0.3333333333333333,2,9,#,-1
Toyota 4Runner,42241,3,"All 4Runners have been built in Japan at Toyota's plant in Tahara, Aichi, or at the Hino Motors (a Toyota subsidiary) plant in Hamura.",rephrase,"['Toyota makes the 4Runner in Tahara, Japan as well as the Hino factory.']",3,0.4444444444444444,3,9,#,-1
Toyota 4Runner,42241,4,"In 1988, the 22R-E engine was joined by an optional 3.0 L V6 engine, the 3VZ-E.",rephrase,['The 4Runner got a bigger V6 engine in 1988.'],4,0.5555555555555556,3,9,#,-1
Toyota 4Runner,42241,5,This engine was significantly larger and more powerful although not as reliable as the original 4-cylinder offering.,delete,[],5,0.6666666666666666,4,9,#,-1
Toyota 4Runner,42241,6,"Trucks sold with the V6 engine were equipped with the same heavy duty rear differential that was used in the turbocharged trucks, as well as a completely new transmission and transfer case; the transfer case was chain driven, although considered less rugged, created less cab noise than the old gear-driven unit used behind the four-cylinder engine.",delete,[],5,0.7777777777777778,4,9,#,-1
Toyota 4Runner,42241,7,"Nearly all second generation 4Runners were four-door models; however, from launch in 1989 to May 1993, a two-door model was also produced.",rephrase,['The 4Runner was sold as a 2-door model alongside the 4-door until 1992.'],5,0.8888888888888888,5,9,#,-1
Toyota 4Runner,42241,8,"These models are similar to the four-door models of the time in that the bodies were formed as a single unit, instead of the fiberglass tops used in the first generation 4Runners.",delete,[],6,1.0,5,9,#,-1
No Fixed Address (band),42461,0,No Fixed Address is an Australian Aboriginal reggae rock group formed in 1979.,ssplit,"['No Fixed Address is an Australian Aboriginal reggae rock band.', 'It formed in 1979 in North Adelaide.']",0,0.04,1,25,No Address is an Australian reggae rock group formed in 1979.,1
No Fixed Address (band),42461,1,"The band was led by Bart Willoughby (lead vocals and drums) Pitjanjatjara from Koonibba Mission near Ceduna in the far south west of South Australia, together with Ricky Harrison (rhythm guitarist and principal songwriter) Kurnai from Morwell in Victoria, Leslie Lovegrove Freeman (lead guitarist), Ngarrindjeri from Murray Bridge in South Australia, John Miller (bass) from Port Lincoln in South Australia and Veronica Rankine (tenor saxophone), Ngarrindjeri from the south east of South Australia.",rephrase,['Bart Willoughby is the lead singer and played drums.'],2,0.08,1,25,#,-1
No Fixed Address (band),42461,2,"Many members were related through family ties, Willoughby, Miller and Freeman were cousins.",rephrase,['All the original members were related through family ties.'],3,0.12,1,25,#,-1
No Fixed Address (band),42461,3,"Freeman, related to Harrison through marriage, recruited him from Victoria and they all met and formed the band at the Centre for Aboriginal Studies in Music (CASM) in North Adelaide, South Australia.",delete,[],4,0.16,1,25,#,-1
No Fixed Address (band),42461,4,The band members were students at CASM and there first heard reggae music from Jamaica.,delete,[],4,0.2,1,25,#,-1
No Fixed Address (band),42461,5,"The band were a very popular pub rock outfit among students and the alternative music scene, especially supported by community radio station 5MMM.",delete,[],4,0.24,2,25,#,-1
